ID,Severity,Event Type,Event Description,Generation Time,Status,Event Code,Suggestion
"698","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:33:27","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"697","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:32:33","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"696","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:30:29","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"695","Normal","System","The host was restarted by command.","2026-04-07 17:29:47","Asserted","0x2C000011",""
"694","Normal","System","ACPI is in the working state.","2026-04-07 17:29:45","Asserted","0x2C000009",""
"693","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:29:38","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"692","Normal","System","ACPI is in the soft-off state.","2026-04-07 17:29:32","Asserted","0x2C00000B",""
"691","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:28:35","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"690","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:27:42","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"689","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:25:38","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"688","Normal","System","The host was restarted by command.","2026-04-07 17:24:57","Asserted","0x2C000011",""
"687","Normal","System","ACPI is in the working state.","2026-04-07 17:24:54","Asserted","0x2C000009",""
"686","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:24:48","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"685","Normal","System","ACPI is in the soft-off state.","2026-04-07 17:24:42","Asserted","0x2C00000B",""
"684","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:23:44","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"683","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:22:54","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"682","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:20:50","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"681","Normal","System","The host was restarted by command.","2026-04-07 17:20:07","Asserted","0x2C000011",""
"680","Normal","System","ACPI is in the working state.","2026-04-07 17:20:05","Asserted","0x2C000009",""
"679","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:20:00","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"678","Normal","System","ACPI is in the soft-off state.","2026-04-07 17:19:52","Asserted","0x2C00000B",""
"677","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:18:55","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"676","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:18:05","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"675","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:16:01","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"674","Normal","System","The host was restarted by command.","2026-04-07 17:15:17","Asserted","0x2C000011",""
"673","Normal","System","ACPI is in the working state.","2026-04-07 17:15:17","Asserted","0x2C000009",""
"672","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:15:11","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"671","Normal","System","ACPI is in the soft-off state.","2026-04-07 17:15:02","Asserted","0x2C00000B",""
"670","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:14:07","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"669","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:13:17","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"668","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:11:13","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"667","Normal","System","The host was restarted by command.","2026-04-07 17:10:29","Asserted","0x2C000011",""
"666","Normal","System","ACPI is in the working state.","2026-04-07 17:10:27","Asserted","0x2C000009",""
"665","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:10:22","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"664","Normal","System","ACPI is in the soft-off state.","2026-04-07 17:10:14","Asserted","0x2C00000B",""
"663","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:09:21","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"662","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:08:27","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"661","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:06:25","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"660","Normal","System","The host was restarted by command.","2026-04-07 17:05:43","Asserted","0x2C000011",""
"659","Normal","System","ACPI is in the working state.","2026-04-07 17:05:40","Asserted","0x2C000009",""
"658","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:05:35","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"657","Normal","System","ACPI is in the soft-off state.","2026-04-07 17:05:27","Asserted","0x2C00000B",""
"656","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:04:34","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"655","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:03:40","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"654","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:01:36","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"653","Normal","System","The host was restarted by command.","2026-04-07 17:00:53","Asserted","0x2C000011",""
"652","Normal","System","ACPI is in the working state.","2026-04-07 17:00:50","Asserted","0x2C000009",""
"651","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:00:46","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
